NC_000962.3	4174837	4174872	CDS	0	+	0	0	35	0.0000000
NC_000962.3	4178249	4178284	CDS	0	+	1	35	35	1.0000000
NC_000962.3	4181720	4181755	CDS	0	-	2	35	35	1.0000000
NC_000962.3	4205502	4205537	CDS	0	+	1	35	35	1.0000000
NC_000962.3	4182898	4182933	CDS	0	+	1	35	35	1.0000000
NC_000962.3	4184512	4184547	CDS	0	-	2	35	35	1.0000000
NC_000962.3	4198597	4198632	CDS	0	-	1	35	35	1.0000000
NC_000962.3	4198838	4198873	CDS	0	+	1	35	35	1.0000000
NC_000962.3	4187663	4187698	CDS	0	+	2	35	35	1.0000000
NC_000962.3	4190232	4190267	CDS	0	-	1	35	35	1.0000000
NC_000962.3	4199217	4199252	tRNA	0	-	2	35	35	1.0000000
NC_000962.3	4195373	4195408	CDS	0	-	2	35	35	1.0000000
NC_000962.3	4192179	4192214	CDS	0	-	2	35	35	1.0000000
NC_000962.3	4192853	4192888	CDS	0	-	2	35	35	1.0000000
NC_000962.3	4216063	4216098	CDS	0	-	2	35	35	1.0000000
NC_000962.3	4201888	4201923	CDS	0	-	2	35	35	1.0000000
NC_000962.3	4203299	4203334	CDS	0	-	2	35	35	1.0000000
NC_000962.3	4273703	4273738	CDS	0	+	1	35	35	1.0000000
NC_000962.3	4325038	4325073	CDS	0	+	1	35	35	1.0000000
NC_000962.3	4205373	4205408	CDS	0	-	1	35	35	1.0000000
NC_000962.3	4206917	4206952	CDS	0	-	1	35	35	1.0000000
NC_000962.3	4216269	4216304	CDS	0	-	1	35	35	1.0000000
NC_000962.3	4291529	4291564	CDS	0	-	1	35	35	1.0000000
NC_000962.3	4356657	4356692	CDS	0	+	1	35	35	1.0000000
NC_000962.3	4209011	4209046	CDS	0	+	1	35	35	1.0000000
NC_000962.3	4280015	4280050	CDS	0	-	2	35	35	1.0000000
NC_000962.3	4211009	4211044	CDS	0	-	1	35	35	1.0000000
NC_000962.3	4214579	4214614	CDS	0	+	1	35	35	1.0000000
NC_000962.3	4214034	4214069	CDS	0	+	1	35	35	1.0000000
NC_000962.3	4215775	4215810	CDS	0	-	1	35	35	1.0000000
NC_000962.3	4218825	4218860	CDS	0	-	3	35	35	1.0000000
NC_000962.3	4218813	4218848	CDS	0	+	3	35	35	1.0000000
NC_000962.3	4221053	4221088	CDS	0	+	1	35	35	1.0000000
NC_000962.3	4224949	4224984	CDS	0	+	1	35	35	1.0000000
NC_000962.3	4226953	4226988	CDS	0	+	2	35	35	1.0000000
NC_000962.3	4283960	4283995	CDS	0	+	2	35	35	1.0000000
NC_000962.3	4228311	4228346	CDS	0	+	2	35	35	1.0000000
NC_000962.3	4229222	4229257	CDS	0	+	2	35	35	1.0000000
NC_000962.3	4231284	4231319	CDS	0	+	1	35	35	1.0000000
NC_000962.3	4233597	4233632	CDS	0	-	2	35	35	1.0000000
NC_000962.3	4234536	4234571	CDS	0	-	1	35	35	1.0000000
NC_000962.3	4234744	4234779	CDS	0	+	1	35	35	1.0000000
NC_000962.3	4235338	4235373	CDS	0	+	1	35	35	1.0000000
NC_000962.3	4322290	4322325	CDS	0	+	1	35	35	1.0000000
NC_000962.3	4239827	4239862	CDS	0	+	2	35	35	1.0000000
NC_000962.3	4246478	4246513	CDS	0	+	2	35	35	1.0000000
NC_000962.3	4249842	4249877	CDS	0	+	1	35	35	1.0000000
NC_000962.3	4252957	4252992	CDS	0	+	1	35	35	1.0000000
NC_000962.3	4261146	4261181	CDS	0	-	2	35	35	1.0000000
NC_000962.3	4268836	4268871	CDS	0	-	1	35	35	1.0000000
NC_000962.3	4264365	4264400	CDS	0	-	1	35	35	1.0000000
NC_000962.3	4265462	4265497	CDS	0	-	1	35	35	1.0000000
NC_000962.3	4266658	4266693	CDS	0	-	1	35	35	1.0000000
NC_000962.3	4303397	4303432	CDS	0	-	2	35	35	1.0000000
NC_000962.3	4270337	4270372	CDS	0	-	2	35	35	1.0000000
NC_000962.3	4272279	4272314	CDS	0	-	2	35	35	1.0000000
NC_000962.3	4276535	4276570	CDS	0	+	1	35	35	1.0000000
NC_000962.3	4279215	4279250	CDS	0	-	2	35	35	1.0000000
NC_000962.3	4286685	4286720	CDS	0	+	2	35	35	1.0000000
NC_000962.3	4309011	4309046	CDS	0	+	1	35	35	1.0000000
NC_000962.3	4386308	4386343	CDS	0	-	1	35	35	1.0000000
NC_000962.3	4281611	4281646	CDS	0	+	1	35	35	1.0000000
NC_000962.3	4282413	4282448	CDS	0	+	1	35	35	1.0000000
NC_000962.3	4285825	4285860	CDS	0	-	1	35	35	1.0000000
NC_000962.3	4285937	4285972	CDS	0	+	1	35	35	1.0000000
